88;1945;9.900000;1446;small
89;3269;9.900000;1472;small
90;3538;9.900000;1483;small
91;3415;9.900000;1488;small
92;3669;9.900000;1498;small
93;2602;9.900000;1503;small
94;2049;9.900000;1506;small
95;2314;9.900000;1519;small
96;3047;9.900000;1524;small
97;2861;9.900000;1546;small
98;2444;9.900000;1533;small
99;3162;9.900000;1550;small
100;3327;9.900000;1583;small
101;3439;9.900000;1593;small
102;2735;9.900000;1604;small
103;3613;9.900000;1589;small
104;2102;9.900000;1610;small
105;2564;9.900000;1595;small
106;3231;9.900000;1612;small
107;2280;9.900000;1612;small
108;2407;9.900000;1640;small
109;3515;9.900000;1692;small
110;3015;9.900000;1693;small
111;3150;9.900000;1712;small
112;2487;9.900000;1720;small
113;2263;9.900000;1708;small
114;2654;9.900000;1747;small
115;2903;9.900000;1752;small
116;2363;9.900000;1741;small
117;3402;9.900000;1771;small
118;2221;9.900000;1785;small
119;2804;9.900000;1802;small
120;2505;9.900000;1842;small
121;2302;9.900000;1846;small
122;3170;9.900000;1878;small
123;3175;9.900000;73;small
124;2857;9.900000;95;small
125;1895;9.900000;75;small
126;918;9.900000;93;small
127;234;9.900000;127;small
128;3339;9.900000;99;small
129;4324;9.900000;67;small
130;563;9.900000;100;small
131;1195;9.900000;52;small
132;3822;9.900000;76;small
133;3024;9.900000;88;small
134;3521;9.900000;88;small
135;5434;9.900000;220;small
136;691;9.900000;162;small
137;2274;9.900000;142;small
138;4610;9.900000;100;small
139;1440;9.900000;124;small
140;1571;9.900000;59;small
141;2713;9.900000;114;small
142;4055;9.900000;125;small
143;3690;9.900000;215;small
144;1219;9.900000;213;small
145;3142;9.900000;310;small
146;2922;9.900000;218;small
147;1707;9.900000;211;small
148;3265;9.900000;268;small
149;4842;9.900000;165;small
150;4263;9.900000;247;small
151;2526;9.900000;201;small
152;979;9.900000;294;small
153;873;9.900000;345;small
154;2839;9.900000;354;small
155;1908;9.900000;291;small
156;3867;9.900000;283;small
157;5049;9.900000;252;small
158;3428;9.900000;272;small
159;1419;9.900000;277;small
160;617;9.900000;318;small
161;3996;9.900000;401;small
162;3047;9.900000;307;small
163;4563;9.900000;330;small
164;750;9.900000;409;small
165;1805;9.900000;408;small
166;2382;9.900000;418;small
167;4373;9.900000;453;small
168;1128;9.900000;362;small
169;3468;9.900000;409;small
170;2780;9.900000;422;small
171;4732;9.900000;418;small
172;3870;9.900000;463;small
173;369;9.900000;422;small
174;3195;9.900000;433;small
175;3630;9.900000;514;small
176;1459;9.900000;460;small
177;4112;9.900000;494;small
178;1761;9.900000;522;small
179;4194;9.900000;591;small
180;810;9.900000;656;small
181;2960;9.900000;472;small
182;5006;9.900000;536;small
183;982;9.900000;566;small
184;3412;9.900000;620;small
185;3769;9.900000;591;small
186;3319;9.900000;551;small
187;4641;9.900000;659;small
188;1626;9.900000;646;small
189;3130;9.900000;604;small
190;1141;9.900000;635;small
191;1932;9.900000;698;small
192;1311;9.900000;751;small
193;121;9.900000;564;small
194;2908;9.900000;662;small
195;1462;9.900000;756;small
196;613;9.900000;617;small
197;4164;9.900000;811;small
198;4327;9.900000;655;small
199;3973;9.900000;676;small
200;1747;9.900000;821;small
201;5147;9.900000;678;small
202;3472;9.900000;739;small
203;3820;9.900000;901;small
204;1571;9.900000;770;small
205;2713;9.900000;856;small
206;1089;9.900000;873;small
207;881;9.900000;939;small
208;3950;9.900000;846;small
209;4517;9.900000;1055;small
210;2585;9.900000;937;small
211;4383;9.900000;891;small
212;4676;9.900000;904;small
213;2667;9.900000;948;small
214;4131;9.900000;985;small
215;366;9.900000;844;small
216;3596;9.900000;926;small
217;5214;9.900000;942;small
218;1427;9.900000;1002;small
219;4806;9.900000;1076;small
220;1654;9.900000;1015;small
221;985;9.900000;1086;small
222;680;9.900000;986;small
223;5518;9.900000;842;small
224;1260;9.900000;1100;small
225;4016;9.900000;1134;small
226;1823;9.900000;1172;small
227;3419;9.900000;1124;small
228;4397;9.900000;1138;small
229;3789;9.900000;1088;small
230;4569;9.900000;1155;small
231;4231;9.900000;1119;small
232;3875;9.900000;1255;small
233;4854;9.900000;1234;small
234;1195;9.900000;1222;small
235;1503;9.900000;1251;small
236;4061;9.900000;1283;small
237;4597;9.900000;1329;small
238;1014;9.900000;1290;small
239;790;9.900000;1285;small
240;446;9.900000;1265;small
241;3789;9.900000;1348;small
242;4202;9.900000;1340;small
243;1768;9.900000;1449;small
244;4418;9.900000;1375;small
245;1568;9.900000;1424;small
246;4015;9.900000;1416;small
247;4796;9.900000;1394;small
248;1212;9.900000;1418;small
249;5408;9.900000;1389;small
250;1465;9.900000;1560;small
251;3843;9.900000;1511;small
252;5035;9.900000;1505;small
253;117;9.900000;1314;small
254;4433;9.900000;1605;small
255;988;9.900000;1557;small
256;4250;9.900000;1507;small
257;1810;9.900000;1633;small
258;4014;9.900000;1586;small
259;1167;9.900000;1648;small
260;4814;9.900000;1582;small
261;1947;9.900000;1592;small
262;1643;9.900000;1649;small
263;4668;9.900000;1707;small
264;647;9.900000;1576;small
265;2121;9.900000;1668;small
266;1491;9.900000;1714;small
267;3775;9.900000;1664;small
268;5140;9.900000;1642;small
269;3286;9.900000;1726;small
270;1895;9.900000;1788;small
271;302;9.900000;1687;small
272;4200;9.900000;1753;small
273;1326;9.900000;1698;small
274;5375;9.900000;1844;small
275;4541;9.900000;1768;small
276;1537;9.900000;1877;small
277;461;9.900000;1928;small
278;3564;9.900000;1858;small
279;1757;9.900000;1834;small
280;871;9.900000;1737;small
281;4391;9.900000;1912;small
282;85;9.900000;1865;small
283;1055;9.900000;1913;small
284;4655;9.900000;1956;small
285;3105;9.900000;1962;small
286;4009;9.900000;1832;small
287;1304;9.900000;1931;small
288;2000;9.900000;1958;small
289;3765;9.900000;1916;small
290;671;9.900000;1880;small
291;2195;9.900000;1911;small
292;2935;9.900000;1961;small
293;2614;9.900000;1958;small
294;2406;9.900000;1925;small
295;4129;9.900000;1976;small
296;2416;9.900000;2013;small
297;1587;9.900000;1968;small
298;3385;9.900000;1951;small
299;4979;9.900000;1902;small
300;295;9.900000;1989;small
301;1724;9.900000;1989;small
302;3163;9.900000;2032;small
303;1478;9.900000;2011;small
304;2838;9.900000;1924;small
305;2980;9.900000;1905;small
306;3232;9.900000;1994;small
